postID	post date	post caption 
B9WvryVoT44	2020-03-05 14:31:15	Belli i tempi in cui potevo prenotare un volo quando ne avessi avuto voglia. Non so se sopravvivo a questo virus. . . . #coronavirus #nofilter #london #architecturephotography #need #travel #traveller #travelholic #traveladdicted #travelphotography #perspective #mood #igtravel #travelgram #diary #tb #balance #colorful #art #streets #streetphotography #england #viaggiare #walkingaround #line
B-R4WqVATpC		
B-NRnOkhho9	2020-03-26 18:46:43	
B-ML5zNlhKk	2020-03-26 08:37:35	khrgh plt szy wjqy  ry'h plt w tkhth b bhtryn khyfyt , chwb w qymt dr b`d w ndzh hy mkhtlf rsl bh srsr khshwr  w mrkhz khryd drkht w Dy`t drkht  shmrh tms  2653 188 0914 #plt #plt_Sn`ty #plt_chwby #plt_Snwbr #plt_khshy #plt_yzd #pallet #palet #workshop #tree #wood #board #tile #coronavirus #drkht #chwb #tkhth #khshy #shsy #lqmh #plt_szy_wjqy #palet_sazi_ojaghi #palet_sazi
B-S1UStFOrM	2020-03-28 22:36:13	#oabarr #cuarentena #monteria #covid19 #coronavirus #pandemia #alertamundial
B-GBk_LBJoj		
B-P9ElljZ6i	2020-03-27 19:44:56	"Ola amigxs.. . Saiu uma publicacao atraves do Museu Dinamico Interdisciplinar da UEM, escrita por mim e pela minha amiga [?] . ""SAUDE AMBIENTAL E DOENCAS EMERGENTES: CARACTERISTICAS, GRUPOS DE RISCOS E PREVENCAO AO CORONAVIRUS COVID-19"" . . Vao la conferir e deixar seu feedback nos comentarios. . Divulguem o MUDI- UEM  . Qualquer duvida estamos a disposicao. Tenham uma otima leitura!! . . Segue o link:   #museudeciencias #mudi #doencasemergentes #coronavirus #covid19 #professora #biologia #professoradebiologia #educacao #biology #biologystudent #graduacao #ensinofundamental #ensinomedio #ensinosuperior #informativo #cienciasbiologicas #science #ciencias #pesquisa #divulgacaocientifica"
B-GwY4Opa7f	2020-03-24 06:10:29	This Just in!!! Encourage again about it all. #GodLove #nofear #faith #jesus #prayer #theanswer #win #rapper #rap #goodmusic  #winning #pray #daily #coronavirus  #instagood #iraptoo #rapfloh #gospel  #nocoronavirus #spotlight #baldhead #blackman #beats by @jeejuh and #BYRD
B9aBPh8ndr3	2020-03-06 21:02:24	Que bonita sonrisa provocas en mi [?][?]
B-JC1-nDOd8		
B9-ZnA8J4vj	2020-03-21 00:14:11	"This News will have us in fear. There is a Super Hero named Jesus Christ. Some maybe like ""I dont believe in Jesus"" Well His is love and Blessing Rains on the believer as well as the unbeliever. If you know one you better get closer that six feet. God's love is Amazing in Jesus Name. TRUST  GOD!!!! To be continue.... # word #rap #music @jeejuh #trust #rap #love  #hiphop #amazing #Godlove[?] #brave #fearless #nofear  #faith   #Jesus #real #superhero #hope #instagreat!!! #love #music #snippet #healing #PEACE  # trending #coronavirus #deathtocoronavirus #nocoronavirus #hope"
B-H1A7eFUyM		
B-IW85njDD9	2020-03-24 20:57:10	[ 23.03.2020 ] S t a y  H o m e  #balou #balouspitz #dog #puppy #spitz #spitzlover #spitzagram #spitzlove #coronavirus #covid_19 #virus #confinement #confinementcreatif #stayathome #stayhome #savelifes #cabane #couverture #couvertures #cooconing #cocooninghome #cocooningtime #cocooningmoment #lights #takecare #takecareofyourself #takecareofeachother
B99VFrrHie8		
B9r5zFVJ0f0	2020-03-13 19:43:41	 !! Pandilla !! ** Evento Cancelado ** #Front #fronthouse #FrontGraffiti  #graffitimexico #graffitimexicano #graffitimex #graffmexicano #mexgraff #graffiti #graffitiart #graff  #graffiti_magazine #graffitiletters  #graffitis #graffiti_art  #graffitistyle #graffuturism  #graffcharacter #graffart  #graffitiwall #instagraff  #graffitieverywhere #graffiticulture  #graffitistickers #mexicograffiti #FrontHouse #eventograffiti #covid  #covid19  #coronavirus
B-IsjYhnMRH	2020-03-25 00:05:55	"A Federacao Brasileira de Bancos - Febraban - e seus bancos associados, sensiveis ao momento de preocupacao dos brasileiros com a doenca provocada pelo novo coronavirus, vem discutindo propostas para amenizar os efeitos negativos dessa pandemia no emprego e na renda. Entendem que se trata de um choque profundo, mas de natureza essencialmente transitoria.           Os bancos estao engajados em continuar colaborando com o Pais com medidas de estimulo a economia.           Nesse sentido, os cinco maiores bancos associados, Banco do Brasil, Bradesco, Caixa, Itau Unibanco e Santander estao abertos e comprometidos em atender pedidos de prorrogacao, por 60 dias, dos vencimentos de dividas de clientes pessoas fisicas, micro e pequenas empresas para os contratos vigentes em dia e limitados aos valores ja utilizados.           A excecao, a Caixa Economica Federal liberou o servico de pausa estendida para os clientes adimplentes ou com ate dois meses em atraso.           A Febraban informa ainda que os clientes nao precisam comprovar necessidade para suspender os pagamentos, precisam apenas informar que estao interessados nessa medida. A solicitacao para a suspensao dos pagamentos pode ser feita por Internet Banking, App e terminais de autoatendimento.           A exemplo de como solicitar o servico Pausa Estendida da Caixa Economica Federal, o mesmo pode ser acessado atraves do aplicativo Habitacao Caixa ou pelo Telesservico (telefones 3004-1105 para capitais e 0800-726-0505 para demais cidades), exclusivamente para contratos habitacionais Pessoa Fisica.           Para os contratos habitacionais com pessoas juridicas, o cliente devera entrar em contato com seu gerente para formalizar a solicitacao.           Confira abaixo o passo a passo para a solicitacao da pausa no pagamento das parcelas do financiamento:.           1. Acesse o aplicativo Habitacao Caixa.           2. Efetue o login.           3. Acesse a aba ""Servicos"".           4. Clique na opcao ""Solicitar Pausa Emergencial"".           5. Leia as orientacoes e clique em ""Proximo"".           6. Informe o numero do celular e autorize a Caixa a enviar SMS sobre a solicitacao.           7. Clique em ""Solicitar Pausa""."
B9Zw9zZFmC4	2020-03-06 18:40:26	Spring showers.  At least we're all indoors, whether you love them or hate them. Want to grab a coffee and chat? #linkinbio
B9-zjLGnPOX	2020-03-21 03:54:39	I want YOU...to stop hoarding medical supplies! #nursesofinstagram #nurse #nurses #nurselife #rnbsn #murse #covid19 #covid_19 #coronavirus #navyveteran
B-SncIJJ8gY	2020-03-28 20:33:38	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #drw_hy_mkhml #zynkh #wytmyn_sy #wytmyn_dy #wytmyn #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B9ToWJxoRaP	2020-03-04 09:29:24	L'amuchina e diventata oro in questi giorni.  Scrivete nei commenti e mettete mi piace [?] Seguite @solo_memedapazzi per altri meme. #scuola #interrogazione #ansia #meme #memeita #risate #studenti #studentiincrisi #prof #divertente #postdivertenti #meme #memeita #divertente #risate #esilarante #memedapazzi #scuolazoo[?] #coronavirusmeme #coronavirus
B67-yrdIj9r	2020-01-05 12:00:59	`zz mn`tk wHmy Hlk m` `sl lmnwk lnywzlndy l'Sly! .. b`tln rsl@ bTlbk wHn bnwSlk!  rswm ltwSyl Hsb lmnTq@  llmzyd mn lstfsrt yrj~ ltSl bn `l~ htf rqm 0798510200  #Manuka #Honey #CoronaVirus #Amman #Jordan  #Organic #Manukajo #honey #skincare #January #winter
B-SljuzphJ1	2020-03-28 20:33:33	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #`Tsh #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-Sid5Ap-oE	2020-03-28 19:50:11	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #hydrwjn #tnwl #wytkhs #lkhl #gndzd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-ShpKPpdXX	2020-03-28 19:42:59	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #masihdaneshvari_hospital
B-ShCFQJmh_	2020-03-28 19:37:39	* `mlkhrd nw` mskh h dr brbr mykhrwrgnysm h mskh hy prchh y bh hych wjh mHfZ wyrws nmy bshd. #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 d_19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #mskh #mskh_fyltrdr #mskh_jrHy #mskh_khrbn_f`l #mskh_n95#corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgpxHpsRW	2020-03-28 19:34:20	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #khwdkhn #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgfrhJK5h	2020-03-28 19:32:57	* amr hfdhm frwrdyn99 #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #amr #t`dd_mbtlyn #mwrd_jdyd_btl #bhbwd_yfth_h#fwty_h #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #masihdaneshvari_hospital
B-SgeF6JmLK	2020-03-28 19:32:44	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #`Tsh #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgZ4UJ8Z7	2020-03-28 19:32:10	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #dstkhsh_plstykhy #dstkhsh_wynyl#dstkhsh_nytryl #dstkhsh_ltkhs #dstkhsh  #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgXcup1xt	2020-03-28 19:31:50	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #rtq_systm_ymny #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgVxPJdC2	2020-03-28 19:31:36	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #`Tsh #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgSiNJduO	2020-03-28 19:31:10	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #drwkhnh #tb #tngy_nfs #srfh_khshkh #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-AJt-JgGm4		
B-SgPh4pjaI	2020-03-28 19:30:45	* mwd Gdhyy twSyh shdh Tbq akhryn mTl`t bh bymrn mbtl bh khrwn twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgIYVp-ps	2020-03-28 19:29:47	* mwd Gdhyy twSyh shdh Tbq akhryn mTl`t bh bymrn mbtl bh khrwn twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #tngy_nfs #srfh_khshkh #`Tsh #bdn_drd #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgGQEpScx	2020-03-28 19:29:29	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #bdn_drd #drd #sr_drd #qrS #qrS_ybwprwfn  #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SgB9IJ5ru	2020-03-28 19:28:54	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #tb #`ly'm_ndr #srfh_khshkh #Hs_chshyy #Hs_bwyyy #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-M1J8rFBez	2020-03-26 14:38:03	"""One of Many Heroes,"" is for sale @fountainhousegallery"
B-Sf_sEJnlA	2020-03-28 19:28:35	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy  #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #fwld #styl#plstykh #khGdh #mqw#ms #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-SfiRhpT-z	2020-03-28 19:24:34	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #D`yf_nmwdn_systm_rywy #systm_rywy #qlywn #tnbkhw #sygr #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B9hH6tyBBvl	2020-03-09 15:18:25	Singing Your Song by Sir Elton  John, in the style of the film Rocketman. #heyjenlookatme  #sunshinesongs #eltonjohn #yoursong #taronegerton #rocketman #cover #musical #musicalmonday #singer #artist #actor #actorslife #motivationmonday #followme #f4f #coronavirus #coversong
B8fqvRoH2Wz		
B-SfeNJJFs7	2020-03-28 19:24:01	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry  #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #grm #khshkh #mHyT_khm_ab #lbs #shstn_dst_h #wsyl #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #elham_ghazanchaei #dr_elham_ghazanchaei
B9y8KzqhIvG	2020-03-16 13:22:48	Josh Blumenkranz singing Voce Existe Em Mim by Josh Groban. A song in Portuguese! (You exist in me). #voceexisteemmim #joshgroban #portuguese #songcover #singer #foreign #musicalmonday #cover #heyjenlookatme #sunshinesongs #motivationmonday #followme #f4f #love #blessed #coronavirus #coversong
B-FHaV3hhxk	2020-03-23 14:47:35	Josh Blumenkranz singing Caught In The Storm from Smash. Part of Musical Monday's! Don't forget to subscribe to the YouTube page. #musicalmonday #caughtinthestorm #smash #katharinemcphee #jeremyjordan #musical #song #cover #heyjenlookatme #coronavirus #singer #actor #followme #f4f #music #sunshinesongs #motivationmonday #coversong
B-MmV1GnS82		
B9pQwnqJnOI	2020-03-12 19:06:36	 Jaqueta Importada Unissex Riverdale College Bulldogs  Peca Nova  Veste M e G  Por apenas 169$  #disponivelbigamor  . . . #fashion #style #riverdale #love #instagood #brazil #urban #modamasculina #like #modafeminina #modasustentavel #modabh #bh #blogueira #mulher #boy #fit #modabh #bh #amor #estilo #instagram #instagay #gay #fitness #bbb #bbb20 #coronavirus
B-SfI_Kpwjr	2020-03-28 19:21:07	* twSyh hyy rj` bymry khrwn #khrwn #khrwn_wyrws #khrwnwyrws #khwwyd19 #lhm_qznchy'y #dkhtr_lhm_qznchy'y #dr_khnh_bmnym #shfy_bymrn #khwrn_r_shkhst_mydhym #bymrstn_dkhtr_msyH_dnshwry #bhbwd_khyfyt #bhbwd_khyfyt_w_`tbr_bkhshy #`tbr_bkhshy #msy'wl_bhbwd_khyfyt_w_`tbr_bkhshy #sps_qhrmnn_slmt #Dd_`fwny #wyrws #mHfZ_chrby #pwst_slm #srkhh #corona #corona_virus #coronavirus  #covid19 #corona_iran #thanks_health_heroes #stay_at_home #masihdaneshvarihospital  #elham_ghazanchaei #dr_elham_ghazanchaei
B-MeERAiksT	2020-03-26 11:16:51	Que Santa que somos!!! #abuela, #lamonjaconfinada,#abuelasmolonas, #confinamientodisfrazada, #confinamiento, #todosencasa, #quedateencasa, #yomequedoencasa, #coronavirus
B-Nf2QJlXEx		
B-POd1xi3hT	2020-03-27 12:58:16	Estamos a viernes de confinamiento, vamos a alla con el baile!! #findesemanaconfinamiento, #viernesconfinada, #confinamiento, #quedateencasa, #confinamientocasa, #coronavirus
B-SdZ4rFU80		
B9DPEbRik8R	2020-02-27 00:40:41	
B9t-O3DF7aU		
B-OWmW7gGwF	2020-03-27 04:49:31	It's going to be ok. The world isn't out of control.  Be careful & be hopeful!
B9_-wNuguuv	2020-03-21 14:51:47	[?]pArq lkySH[?]
B-O8FrDAmc5		
B9a5FWilMmL	2020-03-07 05:10:21	We Want You Safe. Take Care !! #Coronaviruspreventions #Mkautoclutchco * * *  #Quarantine #ncov2019 #fightvirus #coronavirus #CoronavirusOutbreak #toptags #covid19 #QuarantineLife #Quarantined #stayinside #socialdistancing #socialdistance #SelfQuarantine #QuarantineAndChill #stayingin #stayingathome #staytogether #staysafe #fighttogether #stayhome #QuarantineSurvival #staypositive #coronamemes #happyathome #care
B9b2QP9F1PO	2020-03-07 14:04:52	"Time to introduce ""Namaste"" globally #IntroduceNamasteglobally #Coronavirusprecautions #MKautoclutchco. * * *  #Quarantine #ncov2019 #fightvirus #coronavirus #CoronavirusOutbreak #toptags #covid19 #QuarantineLife #Quarantined #stayinside #socialdistancing #socialdistance #SelfQuarantine #QuarantineAndChill #stayingin #stayingathome #staytogether #staysafe #fighttogether #stayhome #QuarantineSurvival #staypositive #coronamemes #happyathome #care"
B-FMhtpgpJ5	2020-03-23 15:28:21	WE CARE. Your Safety, Our Priority #Mkautoclutch  #Quarantine #ncov2019 #fightvirus #coronavirus #CoronavirusOutbreak #toptags #covid19 #QuarantineLife #Quarantined #stayinside #socialdistancing #socialdistance #SelfQuarantine #QuarantineAndChill #stayingin #stayingathome #staytogether #staysafe #fighttogether #stayhome #QuarantineSurvival #staypositive #coronamemes #happyathome #care
B-C2Kg5g8uC	2020-03-22 17:40:57	No es facil hablar de 2 a 3 minutos de lo que Dios nos ha revelado, pero tu puedes descubrir mas cosas a traves de su palabra.  El nos dio vida.  Nueva Traduccion Viviente Efesios 2:1-5  1. Antes ustedes estaban muertos a causa de su desobediencia y sus muchos pecados. 2. Vivian en pecado, igual que el resto de la gente, obedeciendo al diablo el lider de los poderes del mundo invisible , quien es el espiritu que actua en el corazon de los que se niegan a obedecer a Dios. 3. Todos viviamos asi en el pasado, siguiendo los deseos de nuestras pasiones y la inclinacion de nuestra naturaleza pecaminosa. Por nuestra propia naturaleza, eramos objeto del enojo de Dios igual que todos los demas. 4. Pero Dios es tan rico en misericordia y nos amo tanto 5. que, a pesar de que estabamos muertos por causa de nuestros pecados, nos dio vida cuando levanto a Cristo de los muertos. (!Es solo por la gracia de Dios que ustedes han sido salvados!) Cuando aceptamos a Cristo debemos dar estos frutos:  Nueva Traduccion Viviente 2a Pedro 1:3-7  3. Mediante su divino poder, Dios nos ha dado todo lo que necesitamos para llevar una vida de rectitud. Todo esto lo recibimos al llegar a conocer a aquel que nos llamo por medio de su maravillosa gloria y excelencia. 4. Y, debido a su gloria y excelencia, nos ha dado grandes y preciosas promesas. Estas promesas hacen posible que ustedes participen de la naturaleza divina y escapen de la corrupcion del mundo, causada por los deseos humanos. 5. En vista de todo esto, esfuercense al maximo por responder a las promesas de Dios complementando su fe con una abundante provision de excelencia moral; la excelencia moral, con conocimiento; 6. el conocimiento, con control propio; el control propio, con perseverancia; la perseverancia, con sumision a Dios; 7. la sumision a Dios, con afecto fraternal, y el afecto fraternal, con amor por todos.  Busca a Cristo. El te ama. Dios te bendiga.  #venezuela #vzla #venezolano #caracas #cuarentena #coronavirus #covid19 #virus #Dios #cristo #Diostebendiga #pandemia #amor #corazon #biblia
B-CgKM1hMhy		
